CustomerID,Age,Gender,Payment Method,Churn
0,33,Female,Cash,0
1,52,Female,Cash,0
2,47,Female,Cash,0
3,37,Female,Cash,0
4,45,Female,Cash,0
5,27,Female,Cash,0
6,18,Female,Cash,0
7,36,Female,Cash,0
8,46,Female,Cash,0
9,70,Female,Cash,0
10,53,Female,Cash,0
11,49,Female,Cash,0
12,44,Female,Cash,0
13,19,Female,Cash,0
14,22,Female,Cash,0
15,69,Female,Cash,0
16,38,Female,Cash,0
17,28,Female,Cash,0
18,57,Female,Cash,0
19,66,Female,Cash,0
20,35,Female,Cash,0
21,23,Female,Cash,0
22,33,Female,Cash,0
23,55,Female,Cash,0
24,30,Female,Cash,0
25,40,Female,Cash,0
26,68,Female,Cash,0
27,42,Female,Cash,0
28,34,Female,Cash,0
29,46,Female,Cash,0
30,34,Female,Cash,0
31,22,Female,Cash,0
32,60,Female,Cash,0
33,53,Female,Cash,0
34,30,Female,Cash,0
35,51,Female,Cash,0
36,50,Female,Cash,0
37,43,Female,Cash,0
38,28,Female,Cash,0
39,48,Female,Cash,0
40,58,Female,Cash,0
41,38,Female,Cash,0
42,57,Female,Cash,0
43,61,Female,Cash,0
44,66,Female,Cash,0
45,50,Female,Cash,0
46,27,Female,Cash,0
47,65,Female,Cash,0
48,56,Female,Cash,0
49,70,Female,Cash,0
50,19,Female,Cash,0
51,60,Female,Cash,0
52,44,Female,Cash,0
53,67,Female,Cash,0
54,37,Female,Cash,0
55,67,Female,Cash,0
56,41,Female,Cash,0
57,43,Female,Cash,0
58,25,Female,Cash,0
59,67,Female,Cash,0
60,36,Female,Cash,0
61,21,Female,Cash,0
62,60,Female,Cash,0
63,18,Female,Cash,0
64,67,Female,Cash,0
65,62,Female,Cash,0
66,50,Female,Cash,0
67,53,Female,Cash,0
68,42,Female,Cash,0
69,48,Female,Cash,0
70,69,Female,Cash,0
71,47,Female,Cash,0
72,25,Female,Cash,0
73,22,Female,Cash,0
74,22,Female,Cash,0
75,59,Female,Cash,0
76,47,Female,Cash,0
77,44,Female,Cash,0
78,58,Female,Cash,0
79,25,Female,Cash,0
80,39,Female,Cash,0
81,61,Female,Cash,0
82,47,Female,Cash,0
83,45,Female,Cash,0
84,36,Female,Cash,0
85,43,Female,Cash,0
86,29,Female,Cash,0
87,54,Female,Cash,0
88,48,Female,Cash,0
89,33,Female,Cash,0
90,36,Female,Cash,0
91,39,Female,Cash,0
92,59,Female,Cash,0
93,52,Female,Cash,0
94,68,Female,Cash,0
95,31,Female,Cash,0
96,25,Female,Cash,0
97,69,Female,Cash,0
98,66,Female,Cash,0
99,54,Female,Cash,0
100,45,Female,Cash,0
101,43,Female,Cash,0
102,37,Female,Cash,0
103,36,Female,Cash,0
104,51,Female,Cash,0
105,41,Female,Cash,0
106,19,Female,Cash,0
107,24,Female,Cash,0
108,63,Female,Cash,0
109,57,Female,Cash,0
110,18,Female,Cash,0
111,46,Female,Cash,0
112,20,Female,Cash,0
113,21,Female,Cash,0
114,53,Female,Cash,0
115,57,Female,Cash,0
116,37,Female,Cash,0
117,61,Female,Cash,0
118,45,Female,Cash,0
119,64,Female,Cash,0
120,39,Female,Cash,0
121,50,Female,Cash,0
122,37,Female,Cash,0
123,51,Female,Cash,0
124,29,Female,Cash,0
125,51,Female,Cash,0
126,43,Female,Cash,0
127,28,Female,Cash,0
128,52,Female,Cash,0
129,60,Female,Cash,0
130,26,Female,Cash,0
131,36,Female,Cash,0
132,52,Female,Cash,0
133,53,Female,Cash,0
134,45,Female,Cash,0
135,45,Female,Cash,0
136,45,Female,Cash,0
137,61,Female,Cash,0
138,53,Female,Cash,0
139,58,Female,Cash,0
140,29,Female,Cash,0
141,46,Female,Cash,0
142,32,Female,Cash,0
143,62,Female,Cash,0
144,26,Female,Cash,0
145,32,Female,Cash,0
146,45,Female,Cash,0
147,28,Female,Cash,0
148,34,Female,Cash,0
149,20,Female,Cash,0
150,44,Female,Cash,0
151,33,Female,Cash,0
152,38,Female,Cash,0
153,63,Female,Cash,0
154,47,Female,Cash,0
155,27,Female,Cash,0
156,34,Female,Cash,0
157,29,Female,Cash,0
158,31,Female,Cash,0
159,21,Female,Cash,0
160,37,Female,Cash,0
161,61,Female,Cash,0
162,66,Female,Cash,0
163,41,Female,Cash,0
164,52,Female,Cash,0
165,61,Female,Cash,0
166,35,Female,Cash,0
167,32,Female,Cash,0
168,64,Female,Cash,0
169,50,Female,Cash,0
170,66,Female,Cash,0
171,59,Female,Cash,0
172,56,Female,Cash,0
173,21,Female,Cash,0
174,64,Female,Cash,0
175,35,Female,Cash,0
176,22,Female,Cash,0
177,54,Female,Cash,0
178,31,Female,Cash,0
179,36,Female,Cash,0
180,49,Female,Cash,0
181,68,Female,Cash,0
182,36,Female,Cash,0
183,26,Female,Cash,0
184,60,Female,Cash,0
185,21,Female,Cash,0
186,28,Female,Cash,0
187,43,Female,Cash,0
188,35,Female,Cash,0
189,35,Female,Cash,0
190,49,Female,Cash,0
191,24,Female,Cash,0
192,68,Female,Cash,0
193,49,Female,Cash,0
194,52,Female,Cash,0
195,55,Female,Cash,0
196,56,Female,Cash,0
197,55,Female,Cash,0
198,24,Female,Cash,0
199,52,Female,Cash,0
200,30,Female,Cash,0
201,67,Female,Cash,0
202,35,Female,Cash,0
203,51,Female,Cash,0
204,49,Female,Cash,0
205,55,Female,Cash,0
206,46,Female,Cash,0
207,61,Female,Cash,0
208,33,Female,Cash,0
209,32,Female,Cash,0
210,22,Female,Cash,0
211,44,Female,Cash,0
212,26,Female,Cash,0
213,37,Female,Cash,0
214,57,Female,Cash,0
215,20,Female,Cash,0
216,38,Female,Cash,0
217,30,Female,Cash,0
218,54,Female,Cash,0
219,56,Female,Cash,0
220,53,Female,Cash,0
221,55,Female,Cash,0
222,19,Female,Cash,0
223,38,Female,Cash,0
224,32,Female,Cash,0
225,21,Female,Cash,0
226,53,Female,Cash,0
227,40,Female,Cash,0
228,38,Female,Cash,0
229,22,Female,Cash,0
230,65,Female,Cash,0
231,30,Female,Cash,0
232,65,Female,Cash,0
233,20,Female,Cash,0
234,61,Female,Cash,0
235,35,Female,Cash,0
236,36,Female,Cash,0
237,63,Female,Cash,0
238,66,Female,Cash,0
239,31,Female,Cash,0
240,48,Female,Cash,0
241,27,Female,Cash,0
242,52,Female,Cash,0
243,52,Female,Cash,0
244,23,Female,Cash,0
245,58,Female,Cash,0
246,70,Female,Cash,0
247,58,Female,Cash,0
248,31,Female,Cash,0
249,53,Female,Cash,0
250,40,Female,Cash,0
251,55,Female,Cash,0
252,47,Female,Cash,0
253,57,Female,Cash,0
254,38,Female,Cash,0
255,55,Female,Cash,0
256,60,Female,Cash,0
257,49,Female,Cash,0
258,50,Female,Cash,0
259,24,Female,Cash,0
260,61,Female,Cash,0
261,49,Female,Cash,0
262,48,Female,Cash,0
263,54,Female,Cash,0
264,33,Female,Cash,0
265,46,Female,Cash,0
266,47,Female,Cash,0
267,22,Female,Cash,0
268,35,Female,Cash,0
269,51,Female,Cash,0
270,27,Female,Cash,0
271,34,Female,Cash,0
272,22,Female,Cash,0
273,42,Female,Cash,0
274,47,Female,Cash,0
275,66,Female,Cash,0
276,62,Female,Cash,0
277,46,Female,Cash,0
278,66,Female,Cash,0
279,70,Female,Cash,0
280,61,Female,Cash,0
281,56,Female,Cash,0
282,50,Female,Cash,0
283,18,Female,Cash,0
284,37,Female,Cash,0
285,69,Female,Cash,0
286,44,Female,Cash,0
287,20,Female,Cash,0
288,48,Female,Cash,0
289,41,Female,Cash,0
290,53,Female,Cash,0
291,66,Female,Cash,0
292,19,Female,Cash,0
293,56,Female,Cash,0
294,42,Female,Cash,0
295,56,Female,Cash,0
296,63,Female,Cash,0
297,51,Female,Cash,0
298,70,Female,Cash,0
299,34,Female,Cash,0
300,29,Female,Cash,0
301,43,Female,Cash,0
302,25,Female,Cash,0
303,65,Female,Cash,0
304,46,Female,Cash,0
305,46,Female,Cash,0
306,62,Female,Cash,0
307,20,Female,Cash,0
308,24,Female,Cash,0
309,21,Female,Cash,0
310,58,Female,Cash,0
311,65,Female,Cash,0
312,41,Female,Cash,0
313,39,Female,Cash,0
314,64,Female,Cash,0
315,42,Female,Cash,0
316,29,Female,Cash,0
317,61,Female,Cash,0
318,52,Female,Cash,0
319,34,Female,Cash,0
320,41,Female,Cash,0
321,37,Female,Cash,0
322,25,Female,Cash,0
323,45,Female,Cash,0
324,54,Female,Cash,0
325,18,Female,Cash,0
326,56,Female,Cash,0
327,62,Female,Cash,0
328,59,Female,Cash,0
329,64,Female,Cash,0
330,40,Female,Cash,0
331,23,Female,Cash,0
332,68,Female,Cash,0
333,57,Female,Cash,0
334,20,Female,Cash,0
335,49,Female,Cash,0
336,53,Female,Cash,0
337,68,Female,Cash,0
338,27,Female,Cash,0
339,54,Female,Cash,0
340,31,Female,Cash,0
341,45,Female,Cash,0
342,42,Female,Cash,0
343,41,Female,Cash,0
344,61,Female,Cash,0
345,69,Female,Cash,0
346,60,Female,Cash,0
347,25,Female,Cash,0
348,65,Female,Cash,0
349,26,Female,Cash,0
350,48,Female,Cash,0
351,42,Female,Cash,0
352,22,Female,Cash,0
353,47,Female,Cash,0
354,65,Female,Cash,0
355,40,Female,Cash,0
356,23,Female,Cash,0
357,55,Female,Cash,0
358,51,Female,Cash,0
359,33,Female,Cash,0
360,66,Female,Cash,0
361,37,Female,Cash,0
362,57,Female,Cash,0
363,21,Female,Cash,0
364,49,Female,Cash,0
365,46,Female,Cash,0
366,60,Female,Cash,0
367,30,Female,Cash,0
368,23,Female,Cash,0
369,70,Female,Cash,0
370,57,Female,Cash,0
371,39,Female,Cash,0
372,36,Female,Cash,0
373,56,Female,Cash,0
374,30,Female,Cash,0
375,68,Female,Cash,0
376,65,Female,Cash,0
377,30,Female,Cash,0
378,48,Female,Cash,0
379,69,Female,Cash,0
380,29,Female,Cash,0
381,23,Female,Cash,0
382,50,Female,Cash,0
383,20,Female,Cash,0
384,37,Female,Cash,0
385,46,Female,Cash,0
386,23,Female,Cash,0
387,42,Female,Cash,0
388,40,Female,Cash,0
389,22,Female,Cash,0
390,23,Female,Cash,0
391,49,Female,Cash,0
392,49,Female,Cash,0
393,59,Female,Cash,0
394,68,Female,Cash,0
395,33,Female,Cash,0
396,36,Female,Cash,0
397,35,Female,Cash,0
398,47,Female,Cash,0
399,60,Female,Cash,0
400,25,Female,Cash,0
401,36,Female,Cash,0
402,29,Female,Cash,0
403,63,Female,Cash,0
404,40,Female,Cash,0
405,56,Female,Cash,0
406,20,Female,Cash,0
407,31,Female,Cash,0
408,45,Female,Cash,0
409,38,Female,Cash,0
410,34,Female,Cash,0
411,20,Female,Cash,0
412,56,Female,Cash,0
413,50,Female,Cash,0
414,47,Female,Cash,0
415,24,Female,Cash,0
416,35,Female,Cash,0
417,18,Female,Cash,0
418,34,Female,Cash,0
419,18,Female,Cash,0
420,69,Female,Cash,0
421,58,Female,Cash,0
422,68,Female,Cash,0
423,40,Female,Cash,0
424,65,Female,Cash,0
425,68,Female,Cash,0
426,41,Female,Cash,0
427,67,Female,Cash,0
428,28,Female,Cash,0
429,47,Female,Cash,0
430,64,Female,Cash,0
431,58,Female,Cash,0
432,30,Female,Cash,0
433,46,Female,Cash,0
434,41,Female,Cash,0
435,22,Female,Cash,0
436,43,Female,Cash,0
437,20,Female,Cash,0
438,18,Female,Cash,0
439,62,Female,Cash,0
440,62,Female,Cash,0
441,29,Female,Cash,0
442,55,Female,Cash,0
443,32,Female,Cash,0
444,39,Female,Cash,0
445,38,Female,Cash,0
446,39,Female,Cash,0
447,31,Female,Cash,0
448,20,Female,Cash,0
449,42,Female,Cash,0
450,44,Female,Cash,0
451,56,Female,Cash,0
452,50,Female,Cash,0
453,33,Female,Cash,0
454,58,Female,Cash,0
455,70,Female,Cash,0
456,52,Female,Cash,0
457,27,Female,Cash,0
458,23,Female,Cash,0
459,62,Female,Cash,0
460,70,Female,Cash,0
461,70,Female,Cash,0
462,65,Female,Cash,0
463,56,Female,Cash,0
464,46,Female,Cash,0
465,27,Female,Cash,0
466,62,Female,Cash,0
467,43,Female,Cash,0
468,29,Female,Cash,0
469,55,Female,Cash,0
470,53,Female,Cash,0
471,57,Female,Cash,0
472,66,Female,Cash,0
473,43,Female,Cash,0
474,52,Female,Cash,0
475,60,Female,Cash,0
476,34,Female,Cash,0
477,52,Female,Cash,0
478,30,Female,Cash,0
479,65,Female,Cash,0
480,58,Female,Cash,0
481,40,Female,Cash,0
482,28,Female,Cash,0
483,23,Female,Cash,0
484,38,Female,Cash,0
485,53,Female,Cash,0
486,51,Female,Cash,0
487,55,Female,Cash,0
488,53,Female,Cash,0
489,25,Female,Cash,0
490,63,Female,Cash,0
491,33,Female,Cash,0
492,28,Female,Cash,0
493,50,Female,Cash,0
494,28,Female,Cash,0
495,22,Female,Cash,0
496,47,Female,Cash,0
497,62,Female,Cash,0
498,65,Female,Cash,0
499,54,Female,Cash,0
500,31,Female,Cash,0
501,19,Female,Cash,0
502,37,Female,Cash,0
503,54,Female,Cash,0
504,32,Female,Cash,0
505,39,Female,Cash,0
506,31,Female,Cash,0
507,18,Female,Cash,0
508,19,Female,Cash,0
509,50,Female,Cash,0
510,68,Female,Cash,0
511,35,Female,Cash,0
512,61,Female,Cash,0
513,50,Female,Cash,0
514,60,Female,Cash,0
515,26,Female,Cash,0
516,44,Female,Cash,0
517,34,Female,Cash,0
518,28,Female,Cash,0
519,40,Female,Cash,0
520,39,Female,Cash,0
521,70,Female,Cash,0
522,37,Female,Cash,0
523,35,Female,Cash,0
524,27,Female,Cash,0
525,43,Female,Cash,0
526,29,Female,Cash,0
527,44,Female,Cash,0
528,66,Female,Cash,0
529,65,Female,Cash,0
530,30,Female,Cash,0
531,46,Female,Cash,0
532,45,Female,Cash,0
533,51,Female,Cash,0
534,40,Female,Cash,0
535,31,Female,Cash,0
536,33,Female,Cash,0
537,67,Female,Cash,0
538,57,Female,Cash,0
539,43,Female,Cash,0
540,20,Female,Cash,0
541,58,Female,Cash,0
542,43,Female,Cash,0
543,25,Female,Cash,0
544,26,Female,Cash,0
545,66,Female,Cash,0
546,54,Female,Cash,0
547,55,Female,Cash,0
548,66,Female,Cash,0
549,40,Female,Cash,0
550,20,Female,Cash,0
551,58,Female,Cash,0
552,43,Female,Cash,0
553,57,Female,Cash,0
554,23,Female,Cash,0
555,49,Female,Cash,0
556,48,Female,Cash,0
557,31,Female,Cash,0
558,42,Female,Cash,0
559,56,Female,Cash,0
560,54,Female,Cash,0
561,18,Female,Cash,0
562,58,Female,Cash,0
563,58,Female,Cash,0
564,53,Female,Cash,0
565,40,Female,Cash,0
566,67,Female,Cash,0
567,27,Female,Cash,0
568,57,Female,Cash,0
569,28,Female,Cash,0
570,25,Female,Cash,0
571,48,Female,Cash,0
572,59,Female,Cash,0
573,56,Female,Cash,0
574,46,Female,Cash,0
575,46,Female,Cash,0
576,21,Female,Cash,0
577,31,Female,Cash,0
578,42,Female,Cash,0
579,62,Female,Cash,0
580,59,Female,Cash,0
581,57,Female,Cash,0
582,48,Female,Cash,0
583,51,Female,Cash,0
584,37,Female,Cash,0
585,19,Female,Cash,0
586,29,Female,Cash,0
587,67,Female,Cash,0
588,64,Female,Cash,0
589,55,Female,Cash,0
590,20,Female,Cash,0
591,65,Female,Cash,0
592,27,Female,Cash,0
593,35,Female,Cash,0
594,69,Female,Cash,0
595,54,Female,Cash,0
596,57,Female,Cash,0
597,70,Female,Cash,0
598,47,Female,Cash,0
599,61,Female,Cash,0
600,44,Female,Cash,0
601,38,Female,Cash,0
602,25,Female,Cash,0
603,46,Female,Cash,0
604,51,Female,Cash,0
605,27,Female,Cash,0
606,27,Female,Cash,0
607,59,Female,Cash,0
608,59,Female,Cash,0
609,36,Female,Cash,0
610,31,Female,Cash,0
611,67,Female,Cash,0
612,68,Female,Cash,0
613,23,Female,Cash,0
614,56,Female,Cash,0
615,36,Female,Cash,0
616,26,Female,Cash,0
617,43,Female,Cash,0
618,67,Female,Cash,0
619,32,Female,Cash,0
620,67,Female,Cash,0
621,45,Female,Cash,0
622,19,Female,Cash,0
623,24,Female,Cash,0
624,52,Female,Cash,0
625,45,Female,Cash,0
626,31,Female,Cash,0
627,25,Female,Cash,0
628,29,Female,Cash,0
629,28,Female,Cash,0
630,67,Female,Cash,0
631,27,Female,Cash,0
632,63,Female,Cash,0
633,21,Female,Cash,0
634,22,Female,Cash,0
635,55,Female,Cash,0
636,43,Female,Cash,0
637,63,Female,Cash,0
638,58,Female,Cash,0
639,24,Female,Cash,0
640,20,Female,Cash,0
641,33,Female,Cash,0
642,28,Female,Cash,0
643,52,Female,Cash,0
644,23,Female,Cash,0
645,52,Female,Cash,0
646,67,Female,Cash,0
647,65,Female,Cash,0
648,41,Female,Cash,0
649,38,Female,Cash,0
650,40,Female,Cash,0
651,24,Female,Cash,0
